Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
You didn't do what I told you to do.,0,Angry,3,942
"Oh no, I'm so sorry. What happened?",2,Sad,2,943
Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,0,Neutral,0,937
Why did he invite her here?,3,Neutral,0,940
Has somebody tried to pin your site?,0,Neutral,0,944
You've been taking care of it all?,2,Neutral,0,945
It's all right.  It's a good thing.,1,Neutral,0,940
"Will you write me letters, paper ones?",2,Sad,2,940
"Yeah, let's keep going.",0,Neutral,0,942
Thank you for being here.,2,Sad,2,946
What is the matter with you?,3,Angry,3,941
"He's dreaming about him again, walking the streets.",3,Neutral,0,945
Right.,0,Neutral,0,940
"What the hell do you want from me, Kate?",3,Angry,3,945
"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",0,Sad,2,941
"Maybe you can send it to me, like stream it, yeah?",2,Neutral,0,937
"And then, you.  You've been kind of...",0,Neutral,0,937
I know.  I know.  But they really need some good guys there.,2,Neutral,0,941
You don't know where we're at?,3,Angry,3,941
You'll have to send me pictures and letters everyday.,2,Happy,1,943
"Okay. Okay, Fine.",3,Angry,3,946
And to drink in his honor. [LAUGHTER],1,Happy,1,946
"That's good.  Don't you have to like teach a class, too, when you do that?",0,Neutral,0,937
"Well, the trouble is you never saw enough women.",0,Neutral,0,944
Wow.  Thank you.  Holiday Inn.  Wow.  Thank...the flight cost five hundred dollars.,3,Angry,3,941
Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,0,Neutral,0,937
He loves you.,1,Neutral,0,937
What are you so excited about?,0,Neutral,0,942
I will do the best I can.,1,Happy,1,940
I mean look at the view of the moon we got from here.,1,Neutral,0,941
"Oh, wow.",0,Neutral,0,944
It's a gift.,0,Neutral,0,937
You know I was always the one to tell him to be more wild you know?,2,Neutral,0,941
"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.",2,Sad,2,938
How many?,0,Neutral,0,937
"Why me, above all?",3,Angry,3,939
What does that mean?,0,Neutral,0,941
I just got some bad news.,2,Sad,2,944
You keep saying my flashlight like it's just yours.,3,Angry,3,937
"Yeah, I see that.",0,Neutral,0,944
The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,3,Angry,3,946
Thank you.,2,Neutral,0,940
Beast,3,Angry,3,944
"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",3,Angry,3,945
Do you want me to go get some champagne?,0,Neutral,0,937
"Not very funny dear.  In fact, maybe you better have some more brandy.",3,Sad,2,941
"No, no.  This is real.",0,Neutral,0,937
"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",3,Angry,3,940
I suppose you let him kiss you a good deal more then.,3,Neutral,0,943
"Not very funny, darling.  Why don't you have some more brandy.",3,Angry,3,937
"Don't, don't laugh at me, don't laugh at me.",3,Angry,3,939
Yeah.  In the old town part.,1,Neutral,0,937
Okay.  What is it that I did wrong on the form that I have to start all over again?,3,Angry,3,946
"For God's sake, three years.  Nobody comes back after three years.  It's insane.",3,Angry,3,942
We thought I was pregnant.,2,Sad,2,939
You remember that awful scene we had in Venice?,0,Neutral,0,938
I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,2,Sad,2,946
"Well, shall we always want to bicker and fight?",0,Neutral,0,938
I'm embarrassing you.  I didn't want to tell it to you here.  I,1,Neutral,0,946
I don't know.,2,Neutral,0,945
Mmhmm.,0,Neutral,0,937
Goddamn it Augie don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.,3,Angry,3,946
"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",3,Angry,3,937
I'm beginning to think this might be the right spot after all.,1,Neutral,0,937
He just put it in my pocket that's the kind of guys I had.,2,Neutral,0,945
Exactly.,1,Neutral,0,943
I'm going to have a mustache...On the force...,1,Neutral,0,945
You've always had a weak head.,3,Neutral,0,941
"You know why I asked Annie here, right?",0,Neutral,0,941
"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",2,Sad,2,946
"I kwon, it is ridiculous",0,Neutral,0,943
"This is the end.  Understand?  This is the end, here and now, forever and always.",3,Angry,3,941
So what's the something else?,0,Neutral,0,943
What happens if one of us dies?  Does the one that's left still laugh?,0,Neutral,0,946
"Oh, did you check? Did you make sure as it went around the second time that it-",0,Neutral,0,940
"Well, let me just check on that for you.  Where are you coming--?",0,Neutral,0,941
"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",1,Neutral,0,941
Which particular one?,1,Neutral,0,938
Well maybe- maybe he just wanted to see her again.,0,Neutral,0,946
We've got to say it to him.,0,Neutral,0,937
People in Kansas would have to get plane tickets and make hotel reservations to see this.  It's only forty minutes away; it's just too good to pass up.,3,Neutral,0,945
"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",3,Angry,3,937
"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",1,Happy,1,937
"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",3,Angry,3,937
You don't owe me anything.,0,Neutral,0,939
"Babe, I love you.",2,Sad,2,939
That's the worst.  I'm so sorry.  Did you know him well?,2,Sad,2,943
Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,0,Neutral,0,941
"Wow.  Well, that's really important, obviously.  But, um --",0,Neutral,0,944
It was Virgin Atlantic coming from London.,0,Neutral,0,943
Thanks.,2,Neutral,0,942
"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",2,Sad,2,938
Do you want my jacket?,0,Neutral,0,939
[BREATHING],2,Neutral,0,943
"What do you want to do, argue with him?",3,Angry,3,946
Or not.,1,Neutral,0,944
"It's after eleven, let's go home.",0,Neutral,0,943
Fine if you insist on being boorish and idiotic.,3,Angry,3,937
What?,3,Angry,3,942
Alright.  Um- Well that could be the problem. cause--,0,Neutral,0,941
And look what I got here.,1,Neutral,0,937
"Um, Johnny died yesterday.",2,Sad,2,938
...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know,0,Neutral,0,938
"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",2,Sad,2,939
And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.,2,Sad,2,939
Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,0,Neutral,0,943
"Totally, yeah.",0,Neutral,0,945
It's been three and a half years.  Why all of a sudden?,3,Neutral,0,945
I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,0,Neutral,0,937
No.  I figured it was best to leave him alone.,2,Neutral,0,943
[LAUGHTER] Hello? I am not.,1,Neutral,0,939
I think you're talking nonsense.,1,Neutral,0,945
"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",3,Happy,1,941
Every day since.,1,Neutral,0,941
The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,0,Neutral,0,938
"Sometimes you infuriate me, you know that?  Isn't it your business, too, if I tell this to father and he throws a fit about it?  You have such a talent for ignoring things.",3,Angry,3,942
"Oh, oh, that's a good deduction.",3,Angry,3,941
Have you ever called them back and asked why you didn't get the job?,0,Neutral,0,943
It's just really...really messed up.,2,Sad,2,945
Are you bored with this conversation?,0,Angry,3,939
Well who knows?,0,Neutral,0,946
then I got busy with work and stuff and three years go by,2,Neutral,0,941
Okay.  Check.,3,Neutral,0,941
It went on intermittently for days.,1,Neutral,0,940
Okay.,0,Neutral,0,941
Fifteen percent?,3,Neutral,0,939
Turn it off.,3,Angry,3,940
What do I got to hide?  Huh?  What the hell's the matter with you Kate?,3,Angry,3,941
"Well, what do you want me to do?  You're old enough known your own business.",3,Angry,3,945
From father's point of you he isn't dead and you have no right to take his girl.,0,Angry,3,940
So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,2,Neutral,0,937
"Well, I'm confused.  He was sick or it was an accident?",0,Neutral,0,945
But if I can't have that here I'll get out.,0,Neutral,0,941
That's sweet.,0,Neutral,0,937
Shh.,0,Neutral,0,939
"Well, we're talking about one bag.  You personally made it here, didn't you?",0,Neutral,0,943
"Yes.  I like getting an hour a day.  If I have to grub for money all day long, at least at evening, I want it beautiful.",3,Angry,3,942
Fine.,0,Neutral,0,946
"Well, you started to write me",1,Neutral,0,940
"We could get a good debate going about this, don't you think?  Intemperate tots.",3,Angry,3,938
I know.  I know it's not fair.,2,Sad,2,943
"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",1,Neutral,0,940
[BREATHING] that's good.,0,Neutral,0,938
I'm sorry.,0,Neutral,0,942
Yes.  One less car at a time.,0,Neutral,0,937
I knew nothing of the sort.  You took presents from him.,3,Angry,3,946
Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,3,Angry,3,945
So you're undecided?,0,Neutral,0,946
That's all I'm saying... No you don't.,3,Angry,3,946
You know what?  I'm just going to- Patient?  I'm a busy man.,3,Angry,3,939
"Cool, Well, If you want me to go with you, I will.",0,Neutral,0,943
What is it?,0,Neutral,0,943
"Clearly.  You know, do you have like a supervisor or something?",0,Neutral,0,937
Ja! Very funny.,3,Angry,3,944
You said two years.,2,Sad,2,941
You can't leave your daughter alone like this.,2,Sad,2,939
but,2,Neutral,0,940
"Elliott, worms don't pop.",0,Neutral,0,944
and everything like but,1,Neutral,0,940
I don't want the money. I want-you here,2,Sad,2,939
Very well if you insist on being boorish and idiotic.,3,Angry,3,946
It's sort of- it's almost better off to rest in peace than he is to live in pain.,0,Neutral,0,946
Can I help you sir?,0,Neutral,0,941
Did you see much of Peter Burden after our divorce?,0,Neutral,0,946
"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",0,Neutral,0,940
No actually it was...this is the first time this has ever happened.  I don't know what happened--,0,Neutral,0,941
Do you know how long I've been working here? How long have you lived in California?,3,Angry,3,945
Yeah.  Do you have a resume?,0,Neutral,0,937
"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",3,Angry,3,946
You shut up.,3,Angry,3,937
"Right, but you have -- I mean, you have to keep on them.  You have to keep calling and reminding them that you're still looking and",0,Neutral,0,942
